Date,Open,High,Low,Close,Adj Close,Volume
2024-05-01,148.740005,151.850006,147.619995,151.179993,149.967743,14470900
2024-05-02,152.039993,152.330002,149.139999,149.919998,148.717850,8459800
2024-05-03,149.889999,149.889999,147.820007,149.270004,148.073059,6532700
2024-05-06,149.869995,150.050003,147.910004,148.580002,147.388596,5042800
2024-05-07,149.380005,149.729996,148.449997,148.720001,147.527466,7333500
2024-05-08,149.119995,149.729996,148.699997,148.949997,147.755630,7735100
2024-05-09,148.979996,150.100006,148.889999,149.850006,148.648422,6546200
2024-05-10,150.000000,150.089996,149.190002,149.910004,148.707932,5710600
2024-05-13,150.039993,152.000000,149.710007,151.220001,150.007431,5628500
2024-05-14,151.850006,152.210007,150.699997,151.380005,150.166153,8254200
2024-05-15,151.820007,152.949997,151.300003,152.669998,151.445801,5548000
2024-05-16,153.000000,154.380005,152.330002,154.279999,153.042892,7591000
2024-05-17,154.860001,154.860001,153.710007,154.639999,153.399994,6521800
2024-05-20,153.100006,153.389999,151.259995,151.270004,151.270004,7742300
2024-05-21,151.779999,152.589996,150.789993,151.240005,151.240005,5492400
2024-05-22,150.839996,154.080002,150.320007,153.500000,153.500000,6609800
2024-05-23,152.750000,152.839996,149.380005,149.699997,149.699997,8000400
2024-05-24,149.529999,149.809998,146.759995,146.970001,146.970001,9517000
2024-05-28,146.789993,146.789993,144.149994,144.380005,144.380005,10499800
2024-05-29,143.820007,145.419998,143.710007,144.440002,144.440002,8263800
2024-05-30,144.619995,145.610001,144.020004,145.279999,145.279999,8491100
2024-05-31,145.570007,147.479996,145.190002,146.669998,146.669998,14621200
2024-06-03,147.250000,148.899994,146.770004,147.740005,147.740005,7329200
2024-06-04,147.479996,148.309998,146.190002,147.800003,147.800003,8876400
2024-06-05,147.970001,147.990005,145.850006,145.970001,145.970001,5891300
2024-06-06,145.500000,147.000000,144.660004,146.419998,146.419998,5016300
2024-06-07,146.679993,148.300003,146.339996,147.080002,147.080002,5111600
2024-06-10,146.529999,147.559998,145.600006,147.130005,147.130005,5751300
2024-06-11,146.809998,147.160004,145.440002,146.759995,146.759995,5661200
2024-06-12,147.059998,147.210007,144.779999,145.410004,145.410004,6180500
2024-06-13,145.070007,146.000000,143.880005,145.449997,145.449997,6840400
2024-06-14,145.139999,145.970001,144.479996,145.539993,145.539993,4075300
2024-06-17,145.020004,146.429993,144.740005,145.949997,145.949997,6666600
2024-06-18,145.960007,146.389999,145.259995,145.649994,145.649994,6156600
2024-06-20,145.270004,148.080002,145.009995,147.779999,147.779999,8749700
2024-06-21,147.889999,149.080002,147.369995,148.750000,148.750000,15176900
2024-06-24,149.000000,149.720001,148.169998,149.119995,149.119995,6914700
2024-06-25,149.179993,149.199997,146.940002,147.190002,147.190002,6620300
2024-06-26,146.199997,147.190002,145.779999,146.820007,146.820007,5267800
2024-06-27,146.800003,147.360001,144.839996,145.800003,145.800003,5739200
2024-06-28,146.039993,147.070007,145.649994,146.160004,146.160004,10495700
2024-07-01,146.070007,148.699997,145.619995,146.440002,146.440002,5144400
2024-07-02,146.429993,147.149994,145.740005,146.029999,146.029999,5492000
2024-07-03,146.199997,146.649994,144.740005,145.690002,145.690002,3246200
2024-07-05,145.770004,146.550003,144.500000,146.479996,146.479996,4888500
2024-07-08,146.399994,147.220001,145.250000,145.479996,145.479996,5260200
2024-07-09,145.669998,147.130005,145.179993,147.050003,147.050003,5890400
2024-07-10,147.259995,149.470001,146.679993,149.429993,149.429993,6093200
2024-07-11,149.580002,150.580002,148.639999,149.699997,149.699997,6350400
2024-07-12,150.000000,150.880005,149.240005,149.880005,149.880005,5336400
2024-07-15,150.080002,150.250000,148.869995,149.240005,149.240005,6711400
2024-07-16,149.690002,151.080002,149.160004,151.009995,151.009995,6469600
2024-07-17,151.550003,157.490005,151.419998,156.580002,156.580002,13801400
2024-07-18,155.600006,157.070007,154.619995,155.419998,155.419998,10166200
2024-07-19,156.509995,156.509995,154.119995,154.690002,154.690002,7398000
2024-07-22,154.770004,155.110001,153.589996,154.240005,154.240005,6840600
2024-07-23,153.309998,153.500000,151.570007,152.350006,152.350006,6261900
2024-07-24,152.759995,156.410004,152.330002,156.279999,156.279999,7168200
2024-07-25,156.479996,160.580002,156.000000,159.639999,159.639999,10019600
2024-07-26,159.750000,161.580002,159.470001,160.639999,160.639999,8356900
2024-07-29,159.970001,160.000000,158.050003,158.559998,158.559998,5625000
2024-07-30,158.539993,161.550003,158.360001,161.330002,161.330002,6545700
2024-07-31,159.850006,160.350006,157.744995,157.850006,157.850006,8290447
